transcription,path_to_audio,speaker_id,native_language,gender,unispeech_large_transcriptions
he began to follow the footprints of the dog,data/l2arctic/ABA/wav/arctic_a0196.wav,ABA,Arabic,M,he began to folow the footprints of the dog
such a dog the wise driver kills or turns loose,data/l2arctic/ABA/wav/arctic_a0197.wav,ABA,Arabic,M,soch a dog the wist driver calls  or tenis lows
sometimes her dreams were filled with visions,data/l2arctic/ABA/wav/arctic_a0198.wav,ABA,Arabic,M,sometimes her drams were filled with  visons
thus had the raw wilderness prepared him for this day,data/l2arctic/ABA/wav/arctic_a0199.wav,ABA,Arabic,M,zoos had the role wilderness prepared him for   this day
he leapt again and the club caught him once more,data/l2arctic/ABA/wav/arctic_a0200.wav,ABA,Arabic,M,he lipped again and the club cought him  wonse moe
he cried and swung the club wildly,data/l2arctic/ABA/wav/arctic_a0201.wav,ABA,Arabic,M,he cried and swong  the club wildly
she turned fearing that jacques might see what was in her face,data/l2arctic/ABA/wav/arctic_a0202.wav,ABA,Arabic,M,she turned feering that jack mit see what was in her fase
they were following the shore of a lake,data/l2arctic/ABA/wav/arctic_a0203.wav,ABA,Arabic,M,they worf folong it a shorte of lack
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/ABA/wav/arctic_a0204.wav,ABA,Arabic,M,the wolfedo threst his gunt  muzele toward him
he says he bought him of jacques le beau,data/l2arctic/ABA/wav/arctic_a0206.wav,ABA,Arabic,M,he seas  he bought him ovejack  lebbo
how much was it,data/l2arctic/ABA/wav/arctic_a0207.wav,ABA,Arabic,M,howmuch was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/ABA/wav/arctic_a0208.wav,ABA,Arabic,M,yoth had come back to here fred from the yok of oppression
it was not a large lake and almost round,data/l2arctic/ABA/wav/arctic_a0209.wav,ABA,Arabic,M,it was not a large laykand almost  rowind
its diameter was not more than two hundred yards,data/l2arctic/ABA/wav/arctic_a0210.wav,ABA,Arabic,M,its  diometor  was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/ABA/wav/arctic_a0211.wav,ABA,Arabic,M,adrond  old sond that prout  agony and dith may have met
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/ABA/wav/arctic_a0212.wav,ABA,Arabic,M,fresh kcasesstill aboe to wlk  they clusterd abowt the spokes men
between him and the beach was the cane grass fence of the compound,data/l2arctic/ABA/wav/arctic_a0213.wav,ABA,Arabic,M,between himand the beach was the cain gras fens over the compond
besides he was paid one case of tobacco per head,data/l2arctic/ABA/wav/arctic_a0214.wav,ABA,Arabic,M,besides  he was bid wone kais  of tobacgo ber head
they die out of spite,data/l2arctic/ABA/wav/arctic_a0215.wav,ABA,Arabic,M,they diye out of spot
the other felt a sudden wave of irritation rush through him,data/l2arctic/ABA/wav/arctic_a0216.wav,ABA,Arabic,M,the othere felt asuddenwave  of eritation rush thorogh   him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/ABA/wav/arctic_a0217.wav,ABA,Arabic,M,opressive at the heat  had been it was now even more opressive
the ringing of the big bell aroused him,data/l2arctic/ABA/wav/arctic_a0218.wav,ABA,Arabic,M,the ringing of the big   bill arroszd him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/ABA/wav/arctic_a0219.wav,ABA,Arabic,M,at furst he puzzled over tsomethingunto word he was sore had habpened
a dead man is of no use on a plantation,data/l2arctic/ABA/wav/arctic_a0220.wav,ABA,Arabic,M,adidmanis of no yus onapplantaition
i dont know why youre here at all,data/l2arctic/ABA/wav/arctic_a0221.wav,ABA,Arabic,M,i dont no   whay yo ar her at ol
my im almost homesick for it already,data/l2arctic/ABA/wav/arctic_a0223.wav,ABA,Arabic,M,mieim almost   homsick for it aolready
she nodded and her eyes grew soft and moist,data/l2arctic/ABA/wav/arctic_a0224.wav,ABA,Arabic,M,she nodedand her eys grow soft and moyst
i was brought up the way most girls in hawaii are brought up,data/l2arctic/ABA/wav/arctic_a0225.wav,ABA,Arabic,M,i was brought up  the way most guirlys in hoywy  are broght up
that came before my a b cs,data/l2arctic/ABA/wav/arctic_a0226.wav,ABA,Arabic,M,they cam before myaabeses m
it was the same way with our revolvers and rifles,data/l2arctic/ABA/wav/arctic_a0227.wav,ABA,Arabic,M,it was the samewaywith  oer  revolveors and rifls
but it contributed to the smash,data/l2arctic/ABA/wav/arctic_a0228.wav,ABA,Arabic,M,bot it contributed  to the smash
the last one i knew was an overseer,data/l2arctic/ABA/wav/arctic_a0229.wav,ABA,Arabic,M,the lost one i new was an overseeur
do you know any good land around here,data/l2arctic/ABA/wav/arctic_a0230.wav,ABA,Arabic,M,do you no any good land around hear
the resident commissioner is away in australia,data/l2arctic/ABA/wav/arctic_a0231.wav,ABA,Arabic,M,the resident commisinor is away in austraoilia
i cannot follow you she said,data/l2arctic/ABA/wav/arctic_a0232.wav,ABA,Arabic,M,i cannot folowyou she said
i never allow what cant be changed to annoy me,data/l2arctic/ABA/wav/arctic_a0233.wav,ABA,Arabic,M,i never alow what cannot be changed to  annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/ABA/wav/arctic_a0234.wav,ABA,Arabic,M,wy the average re view is more new seating   than codd liver oyl
his voice was passionately rebellious,data/l2arctic/ABA/wav/arctic_a0235.wav,ABA,Arabic,M,his voice  was paciantelyruepelous
dont you see i hate you,data/l2arctic/ABA/wav/arctic_a0236.wav,ABA,Arabic,M,dont you se i hat you
so hughie and i did the managing ourselves,data/l2arctic/ABA/wav/arctic_a0237.wav,ABA,Arabic,M,so heagy and ey did themanaging orselvvs
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/ABA/wav/arctic_a0238.wav,ABA,Arabic,M,it happend to himat the galeniya sosity  in oklend on afternon
wash your hands of me,data/l2arctic/ABA/wav/arctic_a0240.wav,ABA,Arabic,M,wosh your hands of me
i think its much nicer to quarrel,data/l2arctic/ABA/wav/arctic_a0241.wav,ABA,Arabic,M,i thinkits much niscer to quarl
i saw it when she rolled,data/l2arctic/ABA/wav/arctic_a0242.wav,ABA,Arabic,M,i saw it  a when she roled
i only read the quotations,data/l2arctic/ABA/wav/arctic_a0243.wav,ABA,Arabic,M,i only red secutacions
he was the soul of devotion to his employers,data/l2arctic/ABA/wav/arctic_a0244.wav,ABA,Arabic,M,he was the sol of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/ABA/wav/arctic_a0245.wav,ABA,Arabic,M,ot of his eaten hundred he lad asied secgustin hondred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/ABA/wav/arctic_a0246.wav,ABA,Arabic,M,you have huard allwas  how he was  the lover of the prinsessnome
they ought to pass here some time today,data/l2arctic/ABA/wav/arctic_a0247.wav,ABA,Arabic,M,the oawt  to post her some time  today
i had been sad too long already,data/l2arctic/ABA/wav/arctic_a0248.wav,ABA,Arabic,M,i had ben sad to long olready
all eyes however were staring at him in certitude of expectancy,data/l2arctic/ABA/wav/arctic_a0249.wav,ABA,Arabic,M,all eyese however were staring at him in surtitud of expectaency
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/ABA/wav/arctic_a0250.wav,ABA,Arabic,M,he had observed   the bisness life of hoawiy and developed  a volting ambition
i may manage to freight a cargo back as well,data/l2arctic/ABA/wav/arctic_a0251.wav,ABA,Arabic,M,i may manage to frit a cargo back as well
obrien had been a clean living young man with ideals,data/l2arctic/ABA/wav/arctic_a0252.wav,ABA,Arabic,M,obprin had been a cklen living young menwis ideals
he it was that lived to found the family of the patino,data/l2arctic/ABA/wav/arctic_a0253.wav,ABA,Arabic,M,he it was thatlived to found  the family ove the batino
straight out they swam their heads growing smaller and smaller,data/l2arctic/ABA/wav/arctic_a0254.wav,ABA,Arabic,M,strayt out they swame theire heds growing smoller and smaller
you wont die of malnutrition be sure of that,data/l2arctic/ABA/wav/arctic_a0255.wav,ABA,Arabic,M,you wan dey of mylnutricion be sure of that
they are coming ashore whoever they are,data/l2arctic/ABA/wav/arctic_a0257.wav,ABA,Arabic,M,they are comming ashorewho ever  they are
soaked in seawater they offset the heat rays,data/l2arctic/ABA/wav/arctic_a0258.wav,ABA,Arabic,M,sloged  in sey watoer they ofset the heatres
think of investing in such an adventure,data/l2arctic/ABA/wav/arctic_a0259.wav,ABA,Arabic,M,thing of investing in such an adventuree
nobody knew his history they of the junta least of all,data/l2arctic/ABA/wav/arctic_a0260.wav,ABA,Arabic,M,nobody new his history  the obtegonta list of ol
i have been doubly baptized,data/l2arctic/ABA/wav/arctic_a0261.wav,ABA,Arabic,M,i havebeen doubply bibitized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/ABA/wav/arctic_a0262.wav,ABA,Arabic,M,they woldent beswebing a big vessel like the martha
joan looked triumphantly at sheldon who bowed,data/l2arctic/ABA/wav/arctic_a0263.wav,ABA,Arabic,M,zon ooged   trump trumphelently at cildrene whopod
and i hope youve got plenty of chain out captain young,data/l2arctic/ABA/wav/arctic_a0264.wav,ABA,Arabic,M,and i hop youl have got plenty ofe chin out kept in yonk
the discovery seemed to have been made on the spur of the moment,data/l2arctic/ABA/wav/arctic_a0265.wav,ABA,Arabic,M,the discouvery semd to have ben madon the spore of the moment
they handled two men already both grub thieves,data/l2arctic/ABA/wav/arctic_a0266.wav,ABA,Arabic,M,the handed too men aolready bostt grubbeshed  teves
eli harding asked as shunk started to follow,data/l2arctic/ABA/wav/arctic_a0267.wav,ABA,Arabic,M,aly harding asked as shunk started to folow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/ABA/wav/arctic_a0268.wav,ABA,Arabic,M,now go a head  antil me in a straite fowrdway  what has hapend
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/ABA/wav/arctic_a0269.wav,ABA,Arabic,M,thats wheare they cut off thescotish shiefs and skilld  oll hands
and after the bath a shave would not be bad,data/l2arctic/ABA/wav/arctic_a0270.wav,ABA,Arabic,M,and aftor the beath a sheve  would nod be bad
now please give a plain statement of what occurred,data/l2arctic/ABA/wav/arctic_a0271.wav,ABA,Arabic,M,now beleas give   a plane estatement of what ocurd
you can take a vacation on pay,data/l2arctic/ABA/wav/arctic_a0272.wav,ABA,Arabic,M,you can take a vakastion on ba
and raoul listened again to the tale of the house,data/l2arctic/ABA/wav/arctic_a0274.wav,ABA,Arabic,M,and rowl lisened again to the til of the hous
there are no kiddies and half grown youths among them,data/l2arctic/ABA/wav/arctic_a0275.wav,ABA,Arabic,M,there are no kiddes  and hafe grown yoth  among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/ABA/wav/arctic_a0276.wav,ABA,Arabic,M,oelong atol was wonhundred and forty miles  an suercomfrance
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/ABA/wav/arctic_a0277.wav,ABA,Arabic,M,maccoy found a sifting poisoness atmous fhar in the pint capi
it would give me nervous prostration,data/l2arctic/ABA/wav/arctic_a0278.wav,ABA,Arabic,M,it wold  gave me  nervas brustration
she said with chattering teeth,data/l2arctic/ABA/wav/arctic_a0279.wav,ABA,Arabic,M,she sed  with shuddering teyt
ill be out of my head in fifteen minutes,data/l2arctic/ABA/wav/arctic_a0280.wav,ABA,Arabic,M,il be ot of my headan fiften minuts
i do not blame you for anything remember that,data/l2arctic/ABA/wav/arctic_a0281.wav,ABA,Arabic,M,i dont blam yo for anything  remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/ABA/wav/arctic_a0282.wav,ABA,Arabic,M,if you mean to insinuat prent wood  began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/ABA/wav/arctic_a0283.wav,ABA,Arabic,M,the woman in  you is only insidentalaxcidentall  and erelevent
there was no forecasting this strange girls processes,data/l2arctic/ABA/wav/arctic_a0284.wav,ABA,Arabic,M,there was no forcasting  thistraenged gurles  prosees
but what they want with your toothbrush is more than i can imagine,data/l2arctic/ABA/wav/arctic_a0285.wav,ABA,Arabic,M,but  what they want with yourtothbrush is more than i can imagin
give them their choice between a fine or an official whipping,data/l2arctic/ABA/wav/arctic_a0286.wav,ABA,Arabic,M,give them there coyse between  a fineor an official wiping
keep an eye on him,data/l2arctic/ABA/wav/arctic_a0287.wav,ABA,Arabic,M,kep an ey win him
those are my oysters he said at last,data/l2arctic/ABA/wav/arctic_a0288.wav,ABA,Arabic,M,those are my osters  he sad at last
they are not regular oyster pirates nicholas continued,data/l2arctic/ABA/wav/arctic_a0289.wav,ABA,Arabic,M,the are not regolar oster pirtes  nucklous continued
the weeks had gone by and no overt acts had been attempted,data/l2arctic/ABA/wav/arctic_a0291.wav,ABA,Arabic,M,the weks had gon byand no overt actis hadbeen atempted
here in the midmorning the first casualty occurred,data/l2arctic/ABA/wav/arctic_a0292.wav,ABA,Arabic,M,heareandthe mid morning the first casualty ocurd
they were deep in the primeval forest,data/l2arctic/ABA/wav/arctic_a0293.wav,ABA,Arabic,M,they were dep in the primol forest
he had been foiled in his attempt to escape,data/l2arctic/ABA/wav/arctic_a0294.wav,ABA,Arabic,M,he hadbeen  foild  in his atempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/ABA/wav/arctic_a0295.wav,ABA,Arabic,M,and twenty meneecod hold it wih  pears and aros
bassett was a fastidious man,data/l2arctic/ABA/wav/arctic_a0296.wav,ABA,Arabic,M,bus it was a festidious man
theres a big english general right now whose name is roberts,data/l2arctic/ABA/wav/arctic_a0297.wav,ABA,Arabic,M,ther is a pig nglish general right now whos name is  roberts   nn
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/ABA/wav/arctic_a0298.wav,ABA,Arabic,M,this tasid promiss of continuet aquintancse give secson a ylitttyl joy threll
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/ABA/wav/arctic_a0299.wav,ABA,Arabic,M,i tel you im disgusted  with  this advencur tomefolury and rot
from my earliest recollection my sleep was a period of terror,data/l2arctic/ABA/wav/arctic_a0300.wav,ABA,Arabic,M,from my earlstrecolection m slep was perod of teror
but all my dreams violated this law,data/l2arctic/ABA/wav/arctic_a0301.wav,ABA,Arabic,M,but all my dreams  violated this low
it is very plausible to such people a most convincing hypothesis,data/l2arctic/ABA/wav/arctic_a0302.wav,ABA,Arabic,M,its very plusible to such peopl a most convinsing hypostive
but they make the mistake of ignoring their own duality,data/l2arctic/ABA/wav/arctic_a0303.wav,ABA,Arabic,M,bos they macke the mstake of ignoring their own   doolity
i graduated last of my class,data/l2arctic/ABA/wav/arctic_a0304.wav,ABA,Arabic,M,i graduated lost of my lous
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/ABA/wav/arctic_a0305.wav,ABA,Arabic,M,they had no fixed values to be eltered by agectives and adverbs
he was pressing beyond the limits of his vocabulary,data/l2arctic/ABA/wav/arctic_a0306.wav,ABA,Arabic,M,he was pressing beyond  the limits of his vocablary
his infernal chattering worries me even now as i think of it,data/l2arctic/ABA/wav/arctic_a0308.wav,ABA,Arabic,M,his infeneral chattering woris me even now  as  i think of it
