transcription,path_to_audio,speaker_id,native_language,gender,sewd_mid_transcriptions
he cried and swung the club wildly,data/l2arctic/ABA/wav/arctic_a0201.wav,ABA,Arabic,M,he cried and swung the glup widely
she turned fearing that jacques might see what was in her face,data/l2arctic/ABA/wav/arctic_a0202.wav,ABA,Arabic,M,she turned it fearing that jack might see what was in her face
they were following the shore of a lake,data/l2arctic/ABA/wav/arctic_a0203.wav,ABA,Arabic,M,they were fut only the short of lake
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/ABA/wav/arctic_a0204.wav,ABA,Arabic,M,the wol fudok thrist his gunt muzzele toward him
he says he bought him of jacques le beau,data/l2arctic/ABA/wav/arctic_a0206.wav,ABA,Arabic,M,he says he bought him of jak lipo
how much was it,data/l2arctic/ABA/wav/arctic_a0207.wav,ABA,Arabic,M,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/ABA/wav/arctic_a0208.wav,ABA,Arabic,M,youth had come back to hare fred from the yoke of oppression
it was not a large lake and almost round,data/l2arctic/ABA/wav/arctic_a0209.wav,ABA,Arabic,M,it was not a largilaque and almost rouned
its diameter was not more than two hundred yards,data/l2arctic/ABA/wav/arctic_a0210.wav,ABA,Arabic,M,its diamiter was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/ABA/wav/arctic_a0211.wav,ABA,Arabic,M,it drowned all sound that preute agoni and dith may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/ABA/wav/arctic_a0212.wav,ABA,Arabic,M,fresh cases is still able to walk they clustered about the spoks men
between him and the beach was the cane grass fence of the compound,data/l2arctic/ABA/wav/arctic_a0213.wav,ABA,Arabic,M,between him and the beech was the kane grass fence of the compound
besides he was paid one case of tobacco per head,data/l2arctic/ABA/wav/arctic_a0214.wav,ABA,Arabic,M,besides he was bid one case of tobacco berhead
they die out of spite,data/l2arctic/ABA/wav/arctic_a0215.wav,ABA,Arabic,M,they die out of spite
the other felt a sudden wave of irritation rush through him,data/l2arctic/ABA/wav/arctic_a0216.wav,ABA,Arabic,M,the other failt a sudden wive of irritation rush through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/ABA/wav/arctic_a0217.wav,ABA,Arabic,M,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/ABA/wav/arctic_a0218.wav,ABA,Arabic,M,the ringing of the big bill arose to him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/ABA/wav/arctic_a0219.wav,ABA,Arabic,M,at first he puzzled over something unto ward he was sure had happened
a dead man is of no use on a plantation,data/l2arctic/ABA/wav/arctic_a0220.wav,ABA,Arabic,M,a did man as of nous on a plantation
i dont know why youre here at all,data/l2arctic/ABA/wav/arctic_a0221.wav,ABA,Arabic,M,i don't know why you are here at all
my im almost homesick for it already,data/l2arctic/ABA/wav/arctic_a0223.wav,ABA,Arabic,M,mye i 'm almost homesick for it ready
she nodded and her eyes grew soft and moist,data/l2arctic/ABA/wav/arctic_a0224.wav,ABA,Arabic,M,she noded and her eyes grew soft and moist
i was brought up the way most girls in hawaii are brought up,data/l2arctic/ABA/wav/arctic_a0225.wav,ABA,Arabic,M,i was brought up the way most gurlis in how i are brought up
that came before my a b cs,data/l2arctic/ABA/wav/arctic_a0226.wav,ABA,Arabic,M,they came before my a bses
it was the same way with our revolvers and rifles,data/l2arctic/ABA/wav/arctic_a0227.wav,ABA,Arabic,M,it was in the same way with our revolvers and rifles
but it contributed to the smash,data/l2arctic/ABA/wav/arctic_a0228.wav,ABA,Arabic,M,am but it contributed to is asmesh
the last one i knew was an overseer,data/l2arctic/ABA/wav/arctic_a0229.wav,ABA,Arabic,M,the last one i knew was an overceer
do you know any good land around here,data/l2arctic/ABA/wav/arctic_a0230.wav,ABA,Arabic,M,do you know any good land around here
the resident commissioner is away in australia,data/l2arctic/ABA/wav/arctic_a0231.wav,ABA,Arabic,M,the resident commissioner is away in astrilia
i cannot follow you she said,data/l2arctic/ABA/wav/arctic_a0232.wav,ABA,Arabic,M,i cannot follow you she said
i never allow what cant be changed to annoy me,data/l2arctic/ABA/wav/arctic_a0233.wav,ABA,Arabic,M,i never allow what can not be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/ABA/wav/arctic_a0234.wav,ABA,Arabic,M,why the average review is more new ceating than cud liver oil
his voice was passionately rebellious,data/l2arctic/ABA/wav/arctic_a0235.wav,ABA,Arabic,M,his voice was passionatly repelious
dont you see i hate you,data/l2arctic/ABA/wav/arctic_a0236.wav,ABA,Arabic,M,don't you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/ABA/wav/arctic_a0237.wav,ABA,Arabic,M,so haggy and i did the managing ourselves
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/ABA/wav/arctic_a0238.wav,ABA,Arabic,M,it happened to him at the golymia society in oxland one afternoon
wash your hands of me,data/l2arctic/ABA/wav/arctic_a0240.wav,ABA,Arabic,M,will wut your hands off me
i think its much nicer to quarrel,data/l2arctic/ABA/wav/arctic_a0241.wav,ABA,Arabic,M,i think it's much nicer to quarrel
i saw it when she rolled,data/l2arctic/ABA/wav/arctic_a0242.wav,ABA,Arabic,M,i saw et a whene she rolled
i only read the quotations,data/l2arctic/ABA/wav/arctic_a0243.wav,ABA,Arabic,M,i only read sequitations
he was the soul of devotion to his employers,data/l2arctic/ABA/wav/arctic_a0244.wav,ABA,Arabic,M,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/ABA/wav/arctic_a0245.wav,ABA,Arabic,M,out of his eteen hundred he lid aside sixteen hundred ach year
you have heard always how he was the lover of the princess naomi,data/l2arctic/ABA/wav/arctic_a0246.wav,ABA,Arabic,M,you have heard always how he was the lover of the princes know me
they ought to pass here some time today,data/l2arctic/ABA/wav/arctic_a0247.wav,ABA,Arabic,M,the owed to puss here some time to day
i had been sad too long already,data/l2arctic/ABA/wav/arctic_a0248.wav,ABA,Arabic,M,i had been said to lonk already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/ABA/wav/arctic_a0249.wav,ABA,Arabic,M,all eyes however were staring at him in sertitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/ABA/wav/arctic_a0250.wav,ABA,Arabic,M,he had observed the business life of howai and developed avaulting ambition
i may manage to freight a cargo back as well,data/l2arctic/ABA/wav/arctic_a0251.wav,ABA,Arabic,M,i may manage to fright a cargo back as well
obrien had been a clean living young man with ideals,data/l2arctic/ABA/wav/arctic_a0252.wav,ABA,Arabic,M,obrine had been a clien leding the young man who his ideals
he it was that lived to found the family of the patino,data/l2arctic/ABA/wav/arctic_a0253.wav,ABA,Arabic,M,he it was that live to found the family of zebetino
straight out they swam their heads growing smaller and smaller,data/l2arctic/ABA/wav/arctic_a0254.wav,ABA,Arabic,M,is straiht out they swame their heeds growing smaller and smaller
you wont die of malnutrition be sure of that,data/l2arctic/ABA/wav/arctic_a0255.wav,ABA,Arabic,M,youon die of malnitritian be sure of that
they are coming ashore whoever they are,data/l2arctic/ABA/wav/arctic_a0257.wav,ABA,Arabic,M,they are coming assure whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/ABA/wav/arctic_a0258.wav,ABA,Arabic,M,slobed in seawater they ofsit the hetrase
think of investing in such an adventure,data/l2arctic/ABA/wav/arctic_a0259.wav,ABA,Arabic,M,think of invisting in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/ABA/wav/arctic_a0260.wav,ABA,Arabic,M,nobody knew his history the of the gunta list of oln
i have been doubly baptized,data/l2arctic/ABA/wav/arctic_a0261.wav,ABA,Arabic,M,i have been doubply bibotized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/ABA/wav/arctic_a0262.wav,ABA,Arabic,M,they wouldn't be sweeping a pig vissel like the martha
joan looked triumphantly at sheldon who bowed,data/l2arctic/ABA/wav/arctic_a0263.wav,ABA,Arabic,M,jeon lugged trumph trumphilently at chelden hoopot
and i hope youve got plenty of chain out captain young,data/l2arctic/ABA/wav/arctic_a0264.wav,ABA,Arabic,M,and i hope you have got plenty of achin out captain yunk
the discovery seemed to have been made on the spur of the moment,data/l2arctic/ABA/wav/arctic_a0265.wav,ABA,Arabic,M,the discovery seemed to have been made on the spore of the moment
they handled two men already both grub thieves,data/l2arctic/ABA/wav/arctic_a0266.wav,ABA,Arabic,M,they handed to men already bos grabbs thieves
eli harding asked as shunk started to follow,data/l2arctic/ABA/wav/arctic_a0267.wav,ABA,Arabic,M,any harding asked as shank started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/ABA/wav/arctic_a0268.wav,ABA,Arabic,M,now go ahead and tell me in a straightford way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/ABA/wav/arctic_a0269.wav,ABA,Arabic,M,that's where they cut off the scotis shiefs and is killed all hans
and after the bath a shave would not be bad,data/l2arctic/ABA/wav/arctic_a0270.wav,ABA,Arabic,M,and after the beath a shiv would not be bad
now please give a plain statement of what occurred,data/l2arctic/ABA/wav/arctic_a0271.wav,ABA,Arabic,M,now belies give a plain statement of what o caret
you can take a vacation on pay,data/l2arctic/ABA/wav/arctic_a0272.wav,ABA,Arabic,M,you can't take a vogation onbey
and raoul listened again to the tale of the house,data/l2arctic/ABA/wav/arctic_a0274.wav,ABA,Arabic,M,and drowin listened again to the tinn of the house
there are no kiddies and half grown youths among them,data/l2arctic/ABA/wav/arctic_a0275.wav,ABA,Arabic,M,there are no kittes and a half grown youth among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/ABA/wav/arctic_a0276.wav,ABA,Arabic,M,olonge attall was one hundred and forty miles in cyrcumfrence
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/ABA/wav/arctic_a0277.wav,ABA,Arabic,M,mackoy found a sifting poisonoss at must feel in the pint cap
it would give me nervous prostration,data/l2arctic/ABA/wav/arctic_a0278.wav,ABA,Arabic,M,it would give me nervous prustration
she said with chattering teeth,data/l2arctic/ABA/wav/arctic_a0279.wav,ABA,Arabic,M,she said with shuttering teeth
ill be out of my head in fifteen minutes,data/l2arctic/ABA/wav/arctic_a0280.wav,ABA,Arabic,M,i'll be out of my head and fifteeen minutes
i do not blame you for anything remember that,data/l2arctic/ABA/wav/arctic_a0281.wav,ABA,Arabic,M,i don't blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/ABA/wav/arctic_a0282.wav,ABA,Arabic,M,if you mean to insinuate print would begin hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/ABA/wav/arctic_a0283.wav,ABA,Arabic,M,the woman in you is only anccidental accidental and irrelevent
there was no forecasting this strange girls processes,data/l2arctic/ABA/wav/arctic_a0284.wav,ABA,Arabic,M,there was no forcusting this strange girly's prociss
but what they want with your toothbrush is more than i can imagine,data/l2arctic/ABA/wav/arctic_a0285.wav,ABA,Arabic,M,but what they want with your tooth brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/ABA/wav/arctic_a0286.wav,ABA,Arabic,M,give them a vere choice between a fine or an official wiping
keep an eye on him,data/l2arctic/ABA/wav/arctic_a0287.wav,ABA,Arabic,M,keep an eye on him
those are my oysters he said at last,data/l2arctic/ABA/wav/arctic_a0288.wav,ABA,Arabic,M,those are my rusters he said at last
they are not regular oyster pirates nicholas continued,data/l2arctic/ABA/wav/arctic_a0289.wav,ABA,Arabic,M,the arnot ariglar oyuster piratis nucolas continued
the weeks had gone by and no overt acts had been attempted,data/l2arctic/ABA/wav/arctic_a0291.wav,ABA,Arabic,M,the weeks had gone by and no averte actise had been attempted
here in the midmorning the first casualty occurred,data/l2arctic/ABA/wav/arctic_a0292.wav,ABA,Arabic,M,here and the mid morning the first casuality o cert
they were deep in the primeval forest,data/l2arctic/ABA/wav/arctic_a0293.wav,ABA,Arabic,M,they were deep in the primal forest
he had been foiled in his attempt to escape,data/l2arctic/ABA/wav/arctic_a0294.wav,ABA,Arabic,M,he had been foiled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/ABA/wav/arctic_a0295.wav,ABA,Arabic,M,and twenty men could hold it with speers and ours
bassett was a fastidious man,data/l2arctic/ABA/wav/arctic_a0296.wav,ABA,Arabic,M,bus it was a fastidious men
theres a big english general right now whose name is roberts,data/l2arctic/ABA/wav/arctic_a0297.wav,ABA,Arabic,M,that is a pig english general wright now whose name is ropers
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/ABA/wav/arctic_a0298.wav,ABA,Arabic,M,this tacid promise of continuat acquaintance give saxon a little joy thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/ABA/wav/arctic_a0299.wav,ABA,Arabic,M,i tell you iam disgusted with this adventure tom flory androt
from my earliest recollection my sleep was a period of terror,data/l2arctic/ABA/wav/arctic_a0300.wav,ABA,Arabic,M,from my earlest recollection my sleep was period of terror
but all my dreams violated this law,data/l2arctic/ABA/wav/arctic_a0301.wav,ABA,Arabic,M,but all my dreams violated this lo
it is very plausible to such people a most convincing hypothesis,data/l2arctic/ABA/wav/arctic_a0302.wav,ABA,Arabic,M,it's very plossible to such people a most convincing hyposid
but they make the mistake of ignoring their own duality,data/l2arctic/ABA/wav/arctic_a0303.wav,ABA,Arabic,M,but they make the mistake of ignoring their own duility
i graduated last of my class,data/l2arctic/ABA/wav/arctic_a0304.wav,ABA,Arabic,M,i gred witted last of mihty loss
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/ABA/wav/arctic_a0305.wav,ABA,Arabic,M,they had no fixed values to be eltered by adjectives and adverbs
he was pressing beyond the limits of his vocabulary,data/l2arctic/ABA/wav/arctic_a0306.wav,ABA,Arabic,M,he was brissing beyond the limits of his vocoplary
