transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_base_transcriptions
she turned fearing that jacques might see what was in her face,data/l2arctic/ABA/wav/arctic_a0202.wav,ABA,Arabic,M,she turned it fearing that jack might see what was in her face
they were following the shore of a lake,data/l2arctic/ABA/wav/arctic_a0203.wav,ABA,Arabic,M,they were for only the short of lake
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/ABA/wav/arctic_a0204.wav,ABA,Arabic,M,the walfuduk thrust his gant muzzle toward him
he says he bought him of jacques le beau,data/l2arctic/ABA/wav/arctic_a0206.wav,ABA,Arabic,M,he says he bought him of jacques lippo
how much was it,data/l2arctic/ABA/wav/arctic_a0207.wav,ABA,Arabic,M,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/ABA/wav/arctic_a0208.wav,ABA,Arabic,M,youth had come back to her fred from zhe yoke of oppression
it was not a large lake and almost round,data/l2arctic/ABA/wav/arctic_a0209.wav,ABA,Arabic,M,it was not a large lake and almost roined
its diameter was not more than two hundred yards,data/l2arctic/ABA/wav/arctic_a0210.wav,ABA,Arabic,M,it diameter was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/ABA/wav/arctic_a0211.wav,ABA,Arabic,M,it dronned all sound that preute agony and death may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/ABA/wav/arctic_a0212.wav,ABA,Arabic,M,fresh cases istill able to walk they clustered about the spokes men
between him and the beach was the cane grass fence of the compound,data/l2arctic/ABA/wav/arctic_a0213.wav,ABA,Arabic,M,between him and the beach was the cane grass fence ov the compount
besides he was paid one case of tobacco per head,data/l2arctic/ABA/wav/arctic_a0214.wav,ABA,Arabic,M,besides he was bed one case of tobacco berhead
they die out of spite,data/l2arctic/ABA/wav/arctic_a0215.wav,ABA,Arabic,M,they die out of spite
the other felt a sudden wave of irritation rush through him,data/l2arctic/ABA/wav/arctic_a0216.wav,ABA,Arabic,M,the other felt a sudden wave of irritation and rush through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/ABA/wav/arctic_a0217.wav,ABA,Arabic,M,oppressive at the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/ABA/wav/arctic_a0218.wav,ABA,Arabic,M,the ringing of the big bill arose to him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/ABA/wav/arctic_a0219.wav,ABA,Arabic,M,at first he buzzled over something and toward he was sure ha d happened
a dead man is of no use on a plantation,data/l2arctic/ABA/wav/arctic_a0220.wav,ABA,Arabic,M,a did man is of no yours on a plantation
i dont know why youre here at all,data/l2arctic/ABA/wav/arctic_a0221.wav,ABA,Arabic,M,i don't know why you are here at all
my im almost homesick for it already,data/l2arctic/ABA/wav/arctic_a0223.wav,ABA,Arabic,M,might i am almost homesick for it already
she nodded and her eyes grew soft and moist,data/l2arctic/ABA/wav/arctic_a0224.wav,ABA,Arabic,M,she noded and her eyes grow soft and moist
i was brought up the way most girls in hawaii are brought up,data/l2arctic/ABA/wav/arctic_a0225.wav,ABA,Arabic,M,i was brought up the way most gurless and how i are brought up
that came before my a b cs,data/l2arctic/ABA/wav/arctic_a0226.wav,ABA,Arabic,M,they can before my absis
it was the same way with our revolvers and rifles,data/l2arctic/ABA/wav/arctic_a0227.wav,ABA,Arabic,M,it was the same way with our revolvers and rifles
but it contributed to the smash,data/l2arctic/ABA/wav/arctic_a0228.wav,ABA,Arabic,M,but it contributed to zesmiche
the last one i knew was an overseer,data/l2arctic/ABA/wav/arctic_a0229.wav,ABA,Arabic,M,the last one i knew was an overseer
do you know any good land around here,data/l2arctic/ABA/wav/arctic_a0230.wav,ABA,Arabic,M,do you know any good land around here
the resident commissioner is away in australia,data/l2arctic/ABA/wav/arctic_a0231.wav,ABA,Arabic,M,zheresident commissioner is away in australia
i cannot follow you she said,data/l2arctic/ABA/wav/arctic_a0232.wav,ABA,Arabic,M,i cannot follow you she said
i never allow what cant be changed to annoy me,data/l2arctic/ABA/wav/arctic_a0233.wav,ABA,Arabic,M,i never allow what cannot be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/ABA/wav/arctic_a0234.wav,ABA,Arabic,M,why the average review is more new sitting than cud liver oit
his voice was passionately rebellious,data/l2arctic/ABA/wav/arctic_a0235.wav,ABA,Arabic,M,his voice was passionatly repilious
dont you see i hate you,data/l2arctic/ABA/wav/arctic_a0236.wav,ABA,Arabic,M,don't you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/ABA/wav/arctic_a0237.wav,ABA,Arabic,M,so haggy and i did the managing ourselves
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/ABA/wav/arctic_a0238.wav,ABA,Arabic,M,it happened to him at thegyllenia society in aukland one afternoon
wash your hands of me,data/l2arctic/ABA/wav/arctic_a0240.wav,ABA,Arabic,M,wash your hands of me
i think its much nicer to quarrel,data/l2arctic/ABA/wav/arctic_a0241.wav,ABA,Arabic,M,i think it's much nicer to quarrel
i saw it when she rolled,data/l2arctic/ABA/wav/arctic_a0242.wav,ABA,Arabic,M,i saw it or when she rolled
i only read the quotations,data/l2arctic/ABA/wav/arctic_a0243.wav,ABA,Arabic,M,i only read sacquotations
he was the soul of devotion to his employers,data/l2arctic/ABA/wav/arctic_a0244.wav,ABA,Arabic,M,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/ABA/wav/arctic_a0245.wav,ABA,Arabic,M,out of his eighteen hundred he lid a side sixteen hundred eight year
you have heard always how he was the lover of the princess naomi,data/l2arctic/ABA/wav/arctic_a0246.wav,ABA,Arabic,M,you have heard always how he was the loafer of the princess nami
they ought to pass here some time today,data/l2arctic/ABA/wav/arctic_a0247.wav,ABA,Arabic,M,the old to pass here some time to day
i had been sad too long already,data/l2arctic/ABA/wav/arctic_a0248.wav,ABA,Arabic,M,i had been said to long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/ABA/wav/arctic_a0249.wav,ABA,Arabic,M,all eyes however were staring at him in certitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/ABA/wav/arctic_a0250.wav,ABA,Arabic,M,he had observeed the business life of hawai and developed a vaulting ambition
i may manage to freight a cargo back as well,data/l2arctic/ABA/wav/arctic_a0251.wav,ABA,Arabic,M,i may manage to fright a cargo bag as well
obrien had been a clean living young man with ideals,data/l2arctic/ABA/wav/arctic_a0252.wav,ABA,Arabic,M,obrin had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/ABA/wav/arctic_a0253.wav,ABA,Arabic,M,he it was that lived to found ithe family of zabbatino
straight out they swam their heads growing smaller and smaller,data/l2arctic/ABA/wav/arctic_a0254.wav,ABA,Arabic,M,straight out they swam their heeds growing smaller and smaller
you wont die of malnutrition be sure of that,data/l2arctic/ABA/wav/arctic_a0255.wav,ABA,Arabic,M,yon die of manetrition be sure of that
they are coming ashore whoever they are,data/l2arctic/ABA/wav/arctic_a0257.wav,ABA,Arabic,M,the are coming ashore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/ABA/wav/arctic_a0258.wav,ABA,Arabic,M,slogged in sea water they ofset the heat race
think of investing in such an adventure,data/l2arctic/ABA/wav/arctic_a0259.wav,ABA,Arabic,M,think of invisting in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/ABA/wav/arctic_a0260.wav,ABA,Arabic,M,nobody knew his history the of de jonta least of all
i have been doubly baptized,data/l2arctic/ABA/wav/arctic_a0261.wav,ABA,Arabic,M,i have been dubly bibatized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/ABA/wav/arctic_a0262.wav,ABA,Arabic,M,they woden be sweeping a pig vessel like the martha
joan looked triumphantly at sheldon who bowed,data/l2arctic/ABA/wav/arctic_a0263.wav,ABA,Arabic,M,jean logged trum tromphantly a children who pot
and i hope youve got plenty of chain out captain young,data/l2arctic/ABA/wav/arctic_a0264.wav,ABA,Arabic,M,and i hope you have got plenty of a chin out captain yung
the discovery seemed to have been made on the spur of the moment,data/l2arctic/ABA/wav/arctic_a0265.wav,ABA,Arabic,M,the discovery seemed to have been made on the spore of the moment
they handled two men already both grub thieves,data/l2arctic/ABA/wav/arctic_a0266.wav,ABA,Arabic,M,they handed two men already both grubbed thievs
eli harding asked as shunk started to follow,data/l2arctic/ABA/wav/arctic_a0267.wav,ABA,Arabic,M,aly harding asked a shank started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/ABA/wav/arctic_a0268.wav,ABA,Arabic,M,now go ahead and tell me in a straight ford way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/ABA/wav/arctic_a0269.wav,ABA,Arabic,M,that's where they cut off jascottish sheifs and scalled all hands
and after the bath a shave would not be bad,data/l2arctic/ABA/wav/arctic_a0270.wav,ABA,Arabic,M,and after the beath a shiv would not be bad
now please give a plain statement of what occurred,data/l2arctic/ABA/wav/arctic_a0271.wav,ABA,Arabic,M,now beliese gave a plain a statement of what occurred
you can take a vacation on pay,data/l2arctic/ABA/wav/arctic_a0272.wav,ABA,Arabic,M,you can't take a vagation on be
and raoul listened again to the tale of the house,data/l2arctic/ABA/wav/arctic_a0274.wav,ABA,Arabic,M,and roll listened again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/ABA/wav/arctic_a0275.wav,ABA,Arabic,M,there are no kiddies and a half grown youth among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/ABA/wav/arctic_a0276.wav,ABA,Arabic,M,all long atall was one hundred and forty miles in circumference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/ABA/wav/arctic_a0277.wav,ABA,Arabic,M,mag coy found a sifting poisonous atmosphere in the pint cap
it would give me nervous prostration,data/l2arctic/ABA/wav/arctic_a0278.wav,ABA,Arabic,M,it would give me nervous brustration
she said with chattering teeth,data/l2arctic/ABA/wav/arctic_a0279.wav,ABA,Arabic,M,she said with shuddering teeth
ill be out of my head in fifteen minutes,data/l2arctic/ABA/wav/arctic_a0280.wav,ABA,Arabic,M,i'll be out of my head in fifteen minutes
i do not blame you for anything remember that,data/l2arctic/ABA/wav/arctic_a0281.wav,ABA,Arabic,M,i don't blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/ABA/wav/arctic_a0282.wav,ABA,Arabic,M,if you mean to insinuate prantwood began haughtly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/ABA/wav/arctic_a0283.wav,ABA,Arabic,M,the woman i knew is only incidental accidental and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/ABA/wav/arctic_a0284.wav,ABA,Arabic,M,there was no forecosting this strange girless prociss
but what they want with your toothbrush is more than i can imagine,data/l2arctic/ABA/wav/arctic_a0285.wav,ABA,Arabic,M,but what they want with teor tooth brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/ABA/wav/arctic_a0286.wav,ABA,Arabic,M,give them ther choice between a fine or an official wiping
keep an eye on him,data/l2arctic/ABA/wav/arctic_a0287.wav,ABA,Arabic,M,keep an eye in him
those are my oysters he said at last,data/l2arctic/ABA/wav/arctic_a0288.wav,ABA,Arabic,M,those are my oeusters he said at last
they are not regular oyster pirates nicholas continued,data/l2arctic/ABA/wav/arctic_a0289.wav,ABA,Arabic,M,they are not a regular oesterpirtis neuclas continued
the weeks had gone by and no overt acts had been attempted,data/l2arctic/ABA/wav/arctic_a0291.wav,ABA,Arabic,M,the weeks had gone by and no overt actis had been attempted
here in the midmorning the first casualty occurred,data/l2arctic/ABA/wav/arctic_a0292.wav,ABA,Arabic,M,here in the midmorning the first casuality occurred
they were deep in the primeval forest,data/l2arctic/ABA/wav/arctic_a0293.wav,ABA,Arabic,M,they were deep in the primal forst
he had been foiled in his attempt to escape,data/l2arctic/ABA/wav/arctic_a0294.wav,ABA,Arabic,M,he had been foiled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/ABA/wav/arctic_a0295.wav,ABA,Arabic,M,and twenty men could hold it with spears and ors
bassett was a fastidious man,data/l2arctic/ABA/wav/arctic_a0296.wav,ABA,Arabic,M,bus it was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/ABA/wav/arctic_a0297.wav,ABA,Arabic,M,that is a pig english general write now whose name is roperts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/ABA/wav/arctic_a0298.wav,ABA,Arabic,M,ithi tacive promise of continuad acquaintance give saxon a little joy thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/ABA/wav/arctic_a0299.wav,ABA,Arabic,M,i tell you i am disgusted with this adventure ton flory and rot
from my earliest recollection my sleep was a period of terror,data/l2arctic/ABA/wav/arctic_a0300.wav,ABA,Arabic,M,from my earliest recollection my sleep was period of terror
but all my dreams violated this law,data/l2arctic/ABA/wav/arctic_a0301.wav,ABA,Arabic,M,but all my dreams violated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/ABA/wav/arctic_a0302.wav,ABA,Arabic,M,its very plausible to such people a most convincing hy possid
but they make the mistake of ignoring their own duality,data/l2arctic/ABA/wav/arctic_a0303.wav,ABA,Arabic,M,but they make the mistake of ignoring their own deolity
i graduated last of my class,data/l2arctic/ABA/wav/arctic_a0304.wav,ABA,Arabic,M,i gerduated last of my gloss
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/ABA/wav/arctic_a0305.wav,ABA,Arabic,M,they had no fixed varioes to be altered by adjectives and adverbs
he was pressing beyond the limits of his vocabulary,data/l2arctic/ABA/wav/arctic_a0306.wav,ABA,Arabic,M,he was pressing beyond the limits of his vocuplari
his infernal chattering worries me even now as i think of it,data/l2arctic/ABA/wav/arctic_a0308.wav,ABA,Arabic,M,his infeneral shuddering wards me even now as i think of it
